0.55002818; 1
0.55005340; 1
0.55007863; 1
0.55010387; 1
0.55012910; 1
0.55015434; 1
0.55017958; 1
0.55020482; 1
0.55023006; 1
0.55025531; 1
0.55028056; 1
0.55030582; 1
0.55033107; 1
0.55035633; 1
0.55038159; 1
0.55040685; 1
0.55043211; 1
0.55045737; 1
0.55048264; 1
0.55050791; 1
0.55053318; 1
0.55055846; 1
0.55058373; 1
0.55060902; 1
0.55063430; 1
0.55065959; 1
0.55068487; 1
0.55071016; 1
0.55073545; 1
0.55076074; 1
0.55078604; 1
0.55081134; 1
0.55083664; 1
0.55086194; 1
0.55088725; 1
0.55091256; 1
0.55093787; 1
0.55096318; 1
0.55098849; 1
0.55101381; 1
0.55103913; 1
0.55106445; 1
0.55108977; 1
0.55111510; 1
0.55114043; 1
0.55116576; 1
0.55119110; 1
0.55121643; 1
0.55124177; 1
0.55126711; 1
0.55129245; 1
0.55131779; 1
0.55134314; 1
0.55136849; 1
0.55139384; 1
0.55141919; 1
0.55144455; 1
0.55146991; 1
0.55149528; 1
0.55152064; 1
0.55154600; 1
0.55157137; 1
0.55159674; 1
0.55162211; 1
0.55164749; 1
0.55167286; 1
0.55169824; 1
0.55172362; 1
0.55174901; 1
0.55177439; 1
0.55179979; 1
0.55182518; 1
0.55185058; 1
0.55187597; 1
0.55190137; 1
0.55192677; 1
0.55195217; 1
0.55197758; 1
0.55200298; 1
0.55202839; 1
0.55205380; 1
0.55207922; 1
0.55210464; 1
0.55213006; 1
0.55215548; 1
0.55218091; 1
0.55220633; 1
0.55223176; 1
0.55225719; 1
0.55228262; 1
0.55230806; 1
0.55233350; 1
0.55235894; 1
0.55238438; 1
0.55240983; 1
0.55243528; 1
0.55246073; 1
0.55248618; 1
0.55251163; 1
0.55253709; 1
0.55256255; 1
0.55258801; 1
0.55261347; 1
0.55263894; 1
0.55266441; 1
0.55268989; 1
0.55271536; 1
0.55274083; 1
0.55276631; 1
0.55279179; 1
0.55281727; 1
0.55284276; 1
0.55286824; 1
0.55289373; 1
0.55291922; 1
0.55294472; 1
0.55297021; 1
0.55299572; 1
0.55302122; 1
0.55304673; 1
0.55307223; 1
0.55309774; 1
0.55312325; 1
0.55314876; 1
0.55317428; 1
0.55319980; 1
0.55322531; 1
0.55325084; 1
0.55327636; 1
0.55330190; 1
0.55332743; 1
0.55335296; 1
0.55337849; 1
0.55340403; 1
0.55342957; 1
0.55345511; 1
0.55348065; 1
0.55350620; 1
0.55353174; 1
0.55355729; 1
0.55358285; 1
0.55360841; 1
0.55363397; 1
0.55365953; 1
0.55368509; 1
0.55371066; 1
0.55373622; 1
0.55376179; 1
0.55378736; 1
0.55381294; 1
0.55383851; 1
0.55386409; 1
0.55388968; 1
0.55391527; 1
0.55394085; 1
0.55396644; 1
0.55399203; 1
0.55401762; 1
0.55404322; 1
0.55406882; 1
0.55409442; 1
0.55412002; 1
0.55414562; 1
0.55417123; 1
0.55419685; 1
0.55422246; 1
0.55424807; 1
0.55427369; 1
0.55429931; 1
0.55432493; 1
0.55435055; 1
0.55437618; 1
0.55440181; 1
0.55442744; 1
0.55445307; 1
0.55447871; 1
0.55450436; 1
0.55453000; 1
0.55455564; 1
0.55458128; 1
0.55460693; 1
0.55463258; 1
0.55465823; 1
0.55468389; 1
0.55470954; 1
0.55473520; 1
0.55476086; 1
0.55478654; 1
0.55481220; 1
0.55483787; 1
0.55486354; 1
0.55488922; 1
0.55491489; 1
0.55494057; 1
0.55496625; 1
0.55499193; 1
0.55501762; 1
0.55504331; 1
0.55506900; 1
0.55509470; 1
0.55512039; 1
0.55514609; 1
0.55517179; 1
0.55519749; 1
0.55522320; 1
0.55524890; 1
0.55527461; 1
0.55530032; 1
0.55532604; 1
0.55535175; 1
0.55537747; 1
0.55540320; 1
0.55542893; 1
0.55545465; 1
0.55548038; 1
0.55550611; 1
0.55553184; 1
0.55555758; 1
0.55558332; 1
0.55560906; 1
0.55563480; 1
0.55566054; 1
0.55568630; 1
0.55571205; 1
0.55573780; 1
0.55576356; 1
0.55578931; 1
0.55581507; 1
0.55584083; 1
0.55586660; 1
0.55589236; 1
0.55591813; 1
0.55594390; 1
0.55596968; 1
0.55599546; 1
0.55602124; 1
0.55604702; 1
0.55607281; 1
0.55609859; 1
0.55612438; 1
0.55615017; 1
0.55617596; 1
0.55620176; 1
0.55622755; 1
0.55625335; 1
0.55627916; 1
0.55630497; 1
0.55633078; 1
0.55635659; 1
0.55638240; 1
0.55640821; 1
0.55643403; 1
0.55645985; 1
0.55648567; 1
0.55651149; 1
0.55653732; 1
0.55656315; 1
0.55658899; 1
0.55661482; 1
0.55664066; 1
0.55666650; 1
0.55669234; 1
0.55671818; 1
0.55674402; 1
0.55676987; 1
0.55679572; 1
0.55682157; 1
0.55684743; 1
0.55687329; 1
0.55689916; 1
0.55692502; 1
0.55695088; 1
0.55697675; 1
0.55700262; 1
0.55702849; 1
0.55705436; 1
0.55708024; 1
0.55710612; 1
0.55713200; 1
0.55715788; 1
0.55718378; 1
0.55720967; 1
0.55723556; 1
0.55726145; 1
0.55728735; 1
0.55731325; 1
0.55733915; 1
0.55736505; 1
0.55739096; 1
0.55741686; 1
0.55744277; 1
0.55746869; 1
0.55749461; 1
0.55752053; 1
0.55754645; 1
0.55757237; 1
0.55759830; 1
0.55762422; 1
0.55765015; 1
0.55767608; 1
0.55770202; 1
0.55772796; 1
0.55775389; 1
0.55777984; 1
0.55780579; 1
0.55783174; 1
0.55785769; 1
0.55788364; 1
0.55790959; 1
0.55793555; 1
0.55796150; 1
0.55798747; 1
0.55801343; 1
0.55803939; 1
0.55806536; 1
0.55809134; 1
0.55811732; 1
0.55814329; 1
0.55816927; 1
0.55819525; 1
0.55822123; 1
0.55824722; 1
0.55827320; 1
0.55829919; 1
0.55832519; 1
0.55835118; 1
0.55837718; 1
0.55840319; 1
0.55842919; 1
0.55845519; 1
0.55848120; 1
0.55850721; 1
0.55853322; 1
0.55855924; 1
0.55858525; 1
0.55861127; 1
0.55863729; 1
0.55866332; 1
0.55868935; 1
0.55871538; 1
0.55874141; 1
0.55876745; 1
0.55879348; 1
0.55881952; 1
0.55884556; 1
0.55887160; 1
0.55889765; 1
0.55892370; 1
0.55894975; 1
0.55897580; 1
0.55900187; 1
0.55902792; 1
0.55905398; 1
0.55908005; 1
0.55910611; 1
0.55913218; 1
0.55915825; 1
0.55918432; 1
0.55921040; 1
0.55923647; 1
0.55926255; 1
0.55928865; 1
0.55931473; 1
0.55934082; 1
0.55936691; 1
0.55939300; 1
0.55941909; 1
0.55944519; 1
0.55947129; 1
0.55949739; 1
0.55952349; 1
0.55954960; 1
0.55957571; 1
0.55960183; 1
0.55962794; 1
0.55965406; 1
0.55968018; 1
0.55970630; 1
0.55973242; 1
0.55975855; 1
0.55978468; 1
0.55981081; 1
0.55983694; 1
0.55986308; 1
0.55988923; 1
0.55991537; 1
0.55994151; 1
0.55996765; 1
0.55999380; 1
0.56001995; 1
0.56004611; 1
0.56007226; 1
0.56009842; 1
0.56012458; 1
0.56015074; 1
0.56017691; 1
0.56020308; 1
0.56022925; 1
0.56025543; 1
0.56028160; 1
0.56030778; 1
0.56033396; 1
0.56036014; 1
0.56038632; 1
0.56041251; 1
0.56043870; 1
0.56046489; 1
0.56049110; 1
0.56051729; 1
0.56054349; 1
0.56056969; 1
0.56059590; 1
0.56062211; 1
0.56064831; 1
0.56067453; 1
0.56070074; 1
0.56072696; 1
0.56075318; 1
0.56077940; 1
0.56080563; 1
0.56083186; 1
0.56085808; 1
0.56088432; 1
0.56091055; 1
0.56093679; 1
0.56096302; 1
0.56098926; 1
0.56101551; 1
0.56104175; 1
0.56106800; 1
0.56109426; 1
0.56112052; 1
0.56114677; 1
0.56117303; 1
0.56119929; 1
0.56122555; 1
0.56125182; 1
0.56127809; 1
0.56130436; 1
0.56133063; 1
0.56135691; 1
0.56138319; 1
0.56140947; 1
0.56143576; 1
0.56146204; 1
